Date,AAPL,GOOGL,MSFT
2023-06-01,178.9315185546875,123.57817077636719,329.40478515625
2023-06-02,179.78598022460938,124.5270767211914,332.1978759765625
2023-06-05,178.4248046875,125.86554718017578,332.7327575683594
2023-06-06,178.05718994140625,127.16405487060547,330.49432373046875
2023-06-07,176.67611694335938,122.35956573486328,320.2926330566406
2023-06-08,179.408447265625,121.99998474121094,322.1547546386719
2023-06-09,179.79592895507812,122.08988189697266,323.67010498046875
2023-06-12,182.6077117919922,123.49826049804688,328.6817626953125
2023-06-13,182.1308135986328,123.68804931640625,331.0985107421875
2023-06-14,182.76670837402344,123.52822875976562,334.119384765625
2023-06-15,184.81344604492188,124.94659423828125,344.7766418457031
2023-06-16,183.73043823242188,123.38838958740234,339.06170654296875
2023-06-20,183.81985473632812,122.95887756347656,334.8226013183594
2023-06-21,182.77664184570312,120.41180419921875,330.3754577636719
2023-06-22,185.79708862304688,123.00882720947266,336.4667053222656
2023-06-23,185.4791259765625,122.19974517822266,331.821533203125
2023-06-26,184.0782012939453,118.20433044433594,325.46282958984375
2023-06-27,186.8502655029297,118.19435119628906,331.3758239746094
2023-06-28,188.03260803222656,120.04222869873047,332.6435852050781
2023-06-29,188.3704071044922,118.96346282958984,331.8512268066406
2023-06-30,192.72222900390625,119.56277465820312,337.2888488769531
2023-07-03,191.22198486328125,119.7625503540039,334.7631530761719
2023-07-05,190.09922790527344,121.61042785644531,334.921630859375
2023-07-06,190.57614135742188,119.9723129272461,338.0118408203125
2023-07-07,189.45339965820312,119.34303283691406,334.0005187988281
2023-07-10,187.396728515625,116.31649780273438,328.66192626953125
2023-07-11,186.87014770507812,117.0057144165039,329.2958679199219
2023-07-12,188.54925537109375,118.79366302490234,333.9807434082031
2023-07-13,189.3142852783203,124.39723205566406,339.3885803222656
2023-07-14,189.46334838867188,125.2762222290039,341.94390869140625
2023-07-17,192.74212646484375,124.5071029663086,342.4292907714844
2023-07-18,192.4837646484375,123.61812591552734,356.0578918457031
2023-07-19,193.844970703125,121.89010620117188,351.69000244140625
2023-07-20,191.8876495361328,119.06334686279297,343.55841064453125
2023-07-21,190.70530700683594,119.88240814208984,340.48797607421875
2023-07-24,191.51010131835938,121.39067840576172,341.8151550292969
2023-07-25,192.37448120117188,122.06990051269531,347.629150390625
2023-07-26,193.2488250732422,129.12181091308594,334.54522705078125
2023-07-27,191.97706604003906,129.25164794921875,327.5625915527344
2023-07-28,194.57029724121094,132.42800903320312,335.1395263671875
2023-07-31,195.18629455566406,132.56785583496094,332.71295166015625
2023-08-01,194.3516845703125,131.39920043945312,333.12890625
2023-08-02,191.3411865234375,128.2328338623047,324.373291015625
2023-08-03,189.94024658203125,128.30274963378906,323.5413513183594
2023-08-04,180.81932067871094,127.963134765625,324.650634765625
2023-08-07,177.69949340820312,131.37921142578125,326.95843505859375
2023-08-08,178.64340209960938,131.24935913085938,322.9371337890625
2023-08-09,177.04376220703125,129.51136779785156,319.15362548828125
2023-08-10,176.82516479492188,129.5413360595703,319.846923828125
2023-08-11,176.88487243652344,129.41146850585938,317.9452819824219
2023-08-14,178.54637145996094,131.179443359375,320.94635009765625
2023-08-15,176.5465850830078,129.6312255859375,318.7871398925781
2023-08-16,175.67108154296875,128.55245971679688,318.0129699707031
2023-08-17,173.11415100097656,129.77105712890625,314.5191955566406
2023-08-18,173.60165405273438,127.31388092041016,314.1221923828125
2023-08-21,174.9447784423828,128.22283935546875,319.4819641113281
2023-08-22,176.32769775390625,128.93202209472656,320.0576171875
2023-08-23,180.1979217529297,132.21824645996094,324.5638122558594
2023-08-24,175.48204040527344,129.6312255859375,317.586181640625
2023-08-25,177.70069885253906,129.73110961914062,320.5737609863281
2023-08-28,179.27264404296875,130.85980224609375,321.28839111328125
2023-08-29,183.18263244628906,134.41574096679688,325.9632873535156
2023-08-30,186.69467163085938,135.72422790527344,326.3404541015625
2023-08-31,186.91354370117188,136.01390075683594,325.31817626953125
2023-09-01,188.49546813964844,135.50448608398438,326.2114562988281
2023-09-05,188.73422241210938,135.61436462402344,331.0649719238281
2023-09-06,181.97879028320312,134.3058624267578,330.4000244140625
2023-09-07,176.65603637695312,135.1049346923828,327.4521484375
2023-09-08,177.27285766601562,136.22366333007812,331.77960205078125
2023-09-11,178.44686889648438,136.76303100585938,335.42230224609375
2023-09-12,175.40245056152344,135.18484497070312,329.2982482910156
2023-09-13,173.32310485839844,136.55328369140625,333.55633544921875
2023-09-14,174.84530639648438,137.9416961669922,336.1766357421875
2023-09-15,174.11900329589844,137.2424774169922,327.7597961425781
2023-09-18,177.06394958496094,138.0515594482422,326.60845947265625
2023-09-19,178.15834045410156,137.88174438476562,326.20147705078125
2023-09-20,174.59657287597656,133.58668518066406,318.3802185058594
2023-09-21,173.0445098876953,130.29046630859375,317.1494445800781
2023-09-22,173.90011596679688,130.10067749023438,314.64825439453125
2023-09-25,175.18356323242188,130.95970153808594,315.1742858886719
2023-09-26,171.0845489501953,128.42262268066406,309.81451416015625
2023-09-27,169.56231689453125,130.39035034179688,310.4596862792969
2023-09-28,169.82101440429688,132.1583251953125,311.3033752441406
2023-09-29,170.33836364746094,130.70999145507812,313.39764404296875
2023-10-02,172.86541748046875,134.0161895751953,319.40252685546875
2023-10-03,171.52230834960938,132.27818298339844,311.05517578125
2023-10-04,172.77587890625,135.08497619628906,316.5837097167969
2023-10-05,174.01953125,134.9151611328125,316.9806823730469
2023-10-06,176.58639526367188,137.4222869873047,324.8218688964844
2023-10-09,178.07875061035156,138.26132202148438,327.3628234863281
2023-10-10,177.4818115234375,137.9017333984375,325.9434814453125
2023-10-11,178.8846435546875,140.38888549804688,329.9434509277344
2023-10-12,179.79000854492188,138.81068420410156,328.69281005859375
2023-10-13,177.93946838378906,137.20252990722656,325.28839111328125
2023-10-16,177.81011962890625,138.9405517578125,330.16180419921875
2023-10-17,176.24810791015625,139.55982971191406,329.5860900878906
2023-10-18,174.9447784423828,137.80184936523438,327.6506652832031
2023-10-19,174.56674194335938,137.5920867919922,328.85162353515625
2023-10-20,171.99984741210938,135.44456481933594,324.2362976074219
2023-10-23,172.11924743652344,136.34352111816406,326.86651611328125
2023-10-24,172.55702209472656,138.65086364746094,328.0675048828125
2023-10-25,170.2289276123047,125.46600341796875,338.1319580078125
2023-10-26,166.0403594970703,122.13981628417969,325.4471740722656
2023-10-27,167.36358642578125,122.02994537353516,327.3528747558594
2023-10-30,169.42303466796875,124.31732177734375,334.7969970703125
2023-10-31,169.90060424804688,123.93775939941406,335.59100341796875
2023-11-01,173.08432006835938,126.30503845214844,343.49176025390625
2023-11-02,176.66598510742188,127.3438491821289,345.7249450683594
2023-11-03,175.75067138671875,128.95201110839844,350.1716003417969
2023-11-06,178.31753540039062,130.10067749023438,353.8738098144531
2023-11-07,180.8943634033203,130.81985473632812,357.8440246582031
2023-11-08,181.95889282226562,131.68885803222656,360.4941101074219
2023-11-09,181.48133850097656,130.0906982421875,358.0028076171875
2023-11-10,185.69534301757812,132.43800354003906,366.9159240722656
2023-11-13,184.1013946533203,131.93856811523438,363.9481506347656
2023-11-14,186.73141479492188,133.46681213378906,367.51141357421875
2023-11-15,187.2992706298828,134.46566772460938,367.6606140136719
2023-11-16,188.9928436279297,136.7730255126953,374.12530517578125
2023-11-17,188.97291564941406,135.15487670898438,367.8396301269531
2023-11-20,190.72625732421875,136.09381103515625,375.3883972167969
2023-11-21,189.91932678222656,136.81298828125,371.0421447753906
2023-11-22,190.5867919921875,138.33123779296875,375.7961730957031
2023-11-24,189.25186157226562,136.53330993652344,375.37841796875
2023-11-27,189.07254028320312,136.25363159179688,376.552001953125
2023-11-28,189.6802215576172,137.04270935058594,380.61981201171875
2023-11-29,188.6541290283203,134.8352508544922,376.7907409667969
2023-11-30,189.23193359375,132.37806701660156,376.8503723144531
2023-12-01,190.51705932617188,131.70884704589844,372.47430419921875
2023-12-04,188.71389770507812,129.12181091308594,367.1335144042969
2023-12-05,192.68881225585938,130.83984375,370.4951171875
2023-12-06,191.59298706054688,129.87095642089844,366.79534912109375
2023-12-07,193.5355987548828,136.7730255126953,368.9336853027344
2023-12-08,194.97015380859375,134.8352508544922,372.1958312988281
2023-12-11,192.44970703125,133.13719177246094,369.28173828125
2023-12-12,193.9739532470703,132.3680877685547,372.3450012207031
2023-12-13,197.21165466308594,132.41802978515625,372.3350830078125
2023-12-14,197.36106872558594,131.7887420654297,363.94097900390625
2023-12-15,196.8231201171875,132.447998046875,368.7148742675781
2023-12-18,195.14947509765625,135.64431762695312,370.6244201660156
2023-12-19,196.1955108642578,136.49334716796875,371.2311096191406
2023-12-20,194.09349060058594,138.18141174316406,368.6054382324219
2023-12-21,193.94403076171875,140.25901794433594,371.5096130371094
2023-12-22,192.86813354492188,141.3278045654297,372.5439147949219
2023-12-26,192.32022094726562,141.35777282714844,372.6235046386719
2023-12-27,192.41983032226562,140.20907592773438,372.0367126464844
2023-12-28,192.8482208251953,140.06924438476562,373.2401123046875
2023-12-29,191.8021697998047,139.5298614501953,373.9960021972656
